48.821579307# 2.45494663547,Zelkova,carpinifolia,ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE,PARIS 12E ARRDT,308.0,21.0,,2000-01-01,41126
48.8618538057# 2.37908566977,Corylus,colurna,SQUARE MAURICE GARDETTE,PARIS 11E ARRDT,250.0,21.0,,1882-01-01,50637
48.869458282# 2.24771343792,Sequoiadendron,giganteum,PARC DE BAGATELLE - ALLEE DE LONGCHAMP / ROUTE DE SEVRES A NEUILLY,PARIS 16E ARRDT,511.0,28.0,,1850-01-01,61000
48.8460598206# 2.25295516084,Ailanthus,giraldii,JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT,PARIS 16E ARRDT,495.0,22.0,,,63037
48.8220407837# 2.3363156432,Sequoia,sempervirens,PARC MONTSOURIS,PARIS 14E ARRDT,343.0,25.0,,,63824
48.8557944122# 2.30025394143,Diospyros,lotus,JARDIN DU CHAMP DE MARS,PARIS 7E ARRDT,162.0,13.0,,,76204
48.8662597244# 2.39975246426,Ulmus,minor,AVENUE GAMBETTA,PARIS 20E ARRDT,230.0,21.0,,1970-02-27,78404
48.8625497049# 2.23789840571,Zelkova,carpinifolia,MOULIN DE LONGCHAMP - ROUTE DES TRIBUNES,PARIS 16E ARRDT,321.0,16.0,,1896-01-01,78686
48.8652460255# 2.31335093065,Platanus,x hispanica,JARDINS DES CHAMPS ELYSEES / GRAND PALAIS,PARIS 8E ARRDT,560.0,25.0,,,79547
48.8639651868# 2.25134968355,Pinus,nigra,JARDIN DU PRE CATELAN - CARREFOUR DE LA GRANDE CASCADE / CARREFOUR DE LA CROIX CATELAN,PARIS 16E ARRDT,330.0,27.0,,2000-01-01,84883
48.84758185# 2.25327790355,Catalpa,speciosa,JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT,PARIS 16E ARRDT,138.0,5.0,Pulverulenta,,88180
48.8201271209# 2.4452294175,Cedrus,libani,LAC DE GRAVELLE - ROUTE DE LA TOURELLE / ROUTE NOUVELLE,PARIS 12E ARRDT,410.0,22.0,,1829-01-01,90946
48.8856292413# 2.34379244341,Punica,granatum,SQUARE LOUISE MICHEL,PARIS 18E ARRDT,20.0,4.0,,1952-01-01,91840
48.893355459# 2.34682048372,Toona,sinensis,SQUARE KRIEGEL - VALRIMONT,PARIS 18E ARRDT,235.0,15.0,,,93198
48.8604632601# 2.33076375964,Platanus,x hispanica,PORT DU LOUVRE,PARIS 1ER ARRDT,532.0,26.0,,2000-01-01,180160
48.8873178299# 2.31706267506,Diospyros,lotus,SQUARE DES BATIGNOLLES,PARIS 17E ARRDT,1150.0,15.0,,,190953
48.8426511702# 2.29608898567,Celtis,australis,SQUARE SAINT-LAMBERT,PARIS 15E ARRDT,245.0,20.0,,,191174
48.8872385242# 2.31716310443,Pterocarya,fraxinifolia,SQUARE DES BATIGNOLLES,PARIS 17E ARRDT,388.0,30.0,,,97563
48.8731110898# 2.24886478886,Fagus,sylvatica,PARC DE BAGATELLE - ALLEE DE LONGCHAMP / ROUTE DE SEVRES A NEUILLY,PARIS 16E ARRDT,231.0,16.0,Pendula,1868-01-01,98923
48.836425027# 2.29018563176,Fagus,sylvatica,SQUARE DU CLOS FEUQUIERES,PARIS 15E ARRDT,135.0,8.0,Pendula,1973-01-01,113423
48.8448875264# 2.35366916319,Fagus,sylvatica,SQUARE DES ARENES DE LUTECE,PARIS 5E ARRDT,85.0,3.0,Tortuosa,1905-01-01,131621
48.8552202311# 2.30078240398,Celtis,occidentalis,JARDIN DU CHAMP DE MARS,PARIS 7E ARRDT,2439.0,19.0,,,137160
48.86193299# 2.39871043218,Acer,monspessulanum,CIMETIERE DU PERE LACHAISE / DIV 77,PARIS 20E ARRDT,232.0,14.0,,,143586
48.8626270003# 2.28982415236,Platanus,x hispanica,JARDIN DU TROCADERO,PARIS 16E ARRDT,460.0,30.0,,,178232
48.8288409104# 2.34976462735,Ficus,carica,JARDIN BRASSAI / 2 RUE EUGENE ATGET,PARIS 13E ARRDT,100.0,4.0,,,190308
48.8678069026# 2.38883414897,Prunus,dulcis,CENTRE DANIMATION LES AMANDIERS / 110 RUE DES AMANDIERS,PARIS 20E ARRDT,240.0,9.0,,2000-01-01,191546
48.8633907267# 2.24048112696,Cedrus,libani,GRANDE CASCADE - CARREFOUR DE LONGCHAMP,PARIS 16E ARRDT,468.0,25.0,,1862-01-01,198084
48.8543846725# 2.29863693912,Cedrus,libani subsp. atlantica,JARDIN DU CHAMP DE MARS,PARIS 7E ARRDT,295.0,20.0,Glauca,,201833
48.8946228565# 2.3268523785,Liriodendron,tulipifera,SQUARE DES EPINETTES,PARIS 17E ARRDT,240.0,26.0,,,205331
